rate,title,content,review_date,Reviews,Sentiment
5,Thailand trip,"I really have no experience except for purchasing the insurance for the trip. I didn't need to use the insurance, so it was a safe and enjoyable trip. Purchase was extremely easy and the rates are good.",2024-02-01,"Thailand trip. I really have no experience except for purchasing the insurance for the trip. I didn't need to use the insurance, so it was a safe and enjoyable trip. Purchase was extremely easy and the rates are good.",POSITIVE
2,Terrible claims experience,"I have used Travel Insured in the past and always found it easy to use. On my last trip in October 2023, an item was lost or stolen at airport security. I provided all of the documents requested within a week or two. It is one item, not terribly expensive, easy to value, and the circumstances were very clear. That was in October. Since then I have received only emails telling me there will be a delay in processing my claim. Chats and emails and calls have produced absolutely no result in six months.",2024-03-20,"Terrible claims experience. I have used Travel Insured in the past and always found it easy to use. On my last trip in October 2023, an item was lost or stolen at airport security. I provided all of the documents requested within a week or two. It is one item, not terribly expensive, easy to value, and the circumstances were very clear. That was in October. Since then I have received only emails telling me there will be a delay in processing my claim. Chats and emails and calls have produced absolutely no result in six months.",NEGATIVE
3,We were lucky enough in our travels not…,We were lucky enough in our travels not to need useage,2024-03-06,We were lucky enough in our travels not to need useage,POSITIVE
3,review cruise,"got sick on day 4 stay in cabin, found out a lot of other passengers also gotten sick",2024-02-24,"review cruise. got sick on day 4 stay in cabin, found out a lot of other passengers also gotten sick",NEGATIVE
3,The customer should get a more explicit…,"The customer should get a more explicit explanation, in laymen's English, of exactly what's covered & what isn't in the various categories.As turns out, I had no problems on my brief trip, so there was no claim needed.",2024-03-01,"The customer should get a more explicit explanation, in laymen's English, of exactly what's covered & what isn't in the various categories.As turns out, I had no problems on my brief trip, so there was no claim needed.",NEGATIVE
5,Peace of mind,"While thankfully I didn't need to use the insurance, it was easy to purchase, competitively priced and gave me peace of mind to have it while traveling to & skiing in Italy.",2024-02-27,"Peace of mind. While thankfully I didn't need to use the insurance, it was easy to purchase, competitively priced and gave me peace of mind to have it while traveling to & skiing in Italy.",POSITIVE
5,The trip was amazing and the crew were…,The trip was amazing and the crew were extremely helpful even though tips were included in the deal. I forgot my sun glasses and due to the sun and the reflections off the snow they were needed. One of the expedition leaders let me use his. All the staff were excellent and even our suite was upgraded.,2024-02-26,The trip was amazing and the crew were extremely helpful even though tips were included in the deal. I forgot my sun glasses and due to the sun and the reflections off the snow they were needed. One of the expedition leaders let me use his. All the staff were excellent and even our suite was upgraded.,POSITIVE
5,This is very affordable and lots of…,This is very affordable and lots of options to choose from.  I would not travel out of the country without using Travelinsured.,2024-02-15,This is very affordable and lots of options to choose from.  I would not travel out of the country without using Travelinsured.,POSITIVE
5,Rest Easy…,"I didn’t need to use the service for this trip, but I’m thankful that I had it in case it was needed. I have used the service in the past with other trips that did not go as well.",2024-02-14,"Rest Easy. I didn’t need to use the service for this trip, but I’m thankful that I had it in case it was needed. I have used the service in the past with other trips that did not go as well.",NEGATIVE
5,Reasonable and comprehensive travel…,Reasonable and comprehensive travel insurance rates and coverage.  Easy to file claims when necessary,2024-01-31,Reasonable and comprehensive travel insurance rates and coverage.  Easy to file claims when necessary,POSITIVE
5,Good coverage and price,"The coverage seemed right for our needs, and thankfully, we did not use it. The peace of mind was worth it.",2024-02-18,"Good coverage and price. The coverage seemed right for our needs, and thankfully, we did not use it. The peace of mind was worth it.",NEGATIVE
5,"Ease of setup, human support and reputation","Ease of using the web Portal, a human to answer any questions and an outstanding reputation.Thank you for the piece of mind.",2024-02-23,"Ease of setup, human support and reputation. Ease of using the web Portal, a human to answer any questions and an outstanding reputation.Thank you for the piece of mind.",NEGATIVE
5,Northern Lights Bucket TripEase of purchasing insurance.,Ease of purchasing insurance ,2024-03-12,Northern Lights Bucket TripEase of purchasing insurance.. Ease of purchasing insurance ,NEGATIVE
4,Affordable ,"Compared to other companies, the price is very affordable.",2024-03-05,"Affordable . Compared to other companies, the price is very affordable.",POSITIVE
4,Excellent and affordable travel insurance ,Fortunately I didn't need to put in claim as my trip was perfect therefore I can't rate 5 stars as I don't know how well a claim would have been handled. That being said I have no doubt that I would have been completely satisfied.  The coverage was adequate and the price was affordable. I will use TII for my travel insurance needs in the future. ,2024-02-15,Excellent and affordable travel insurance . Fortunately I didn't need to put in claim as my trip was perfect therefore I can't rate 5 stars as I don't know how well a claim would have been handled. That being said I have no doubt that I would have been completely satisfied.  The coverage was adequate and the price was affordable. I will use TII for my travel insurance needs in the future. ,NEGATIVE
5,The ease and options to scale our…,The ease and options to scale our insurance needs for our trip was paramount.  Having piece of mind in the event of cancellation was also well worth the money spent.,2024-03-11,The ease and options to scale our insurance needs for our trip was paramount.  Having piece of mind in the event of cancellation was also well worth the money spent.,POSITIVE
5,"Having used Travel Insures before, we felt protected","Having used Travel Insured International for two previous international trips, I was familiar with the process.  TII did not disappoint as we made our arrangements for the most recent trip, one that was not without a little more risk to personal safety.  However, our plan covered us should we have needed it.  We did not, but we knew it was in place and ready to step in if needed.",2024-02-24,"Having used Travel Insures before, we felt protected. Having used Travel Insured International for two previous international trips, I was familiar with the process.  TII did not disappoint as we made our arrangements for the most recent trip, one that was not without a little more risk to personal safety.  However, our plan covered us should we have needed it.  We did not, but we knew it was in place and ready to step in if needed.",NEGATIVE
5,Awesome cruise…,Our eastern western Caribbean cruise was great!   We had no issues whatsoever not even the thought or option of canceling because of some unforeseen event.  It was nice and a peace of mind to have the travelers insurance so in the future I will continue to do so. Thanks for all you did.,2024-02-17,Awesome cruise. Our eastern western Caribbean cruise was great!   We had no issues whatsoever not even the thought or option of canceling because of some unforeseen event.  It was nice and a peace of mind to have the travelers insurance so in the future I will continue to do so. Thanks for all you did.,POSITIVE
5,Complete peace of mind while travelling,"While we had no travel disruptions or any medical issues during our recent overseas cruise from Thailand, Vietnam, Brunei, Malaysia,  Philippines  and Taiwan, I had complete piece of mind knowing if Ii had any issues, I had very thorough travel insurance.its hard to put a price on peace of mind, it made the trip all the more enjoyable. ",2024-03-01,"Complete peace of mind while travelling. While we had no travel disruptions or any medical issues during our recent overseas cruise from Thailand, Vietnam, Brunei, Malaysia,  Philippines  and Taiwan, I had complete piece of mind knowing if Ii had any issues, I had very thorough travel insurance.its hard to put a price on peace of mind, it made the trip all the more enjoyable. ",POSITIVE
1,I’d give them 0 stars if that were an…,"I’d give them 0 stars if that were an option. If you want to spend your money and not file a claim, I suppose this is a fine choice. If you have to file a claim, be ready to be talked out of it, and if you choose to file it (you should see the list you have to produce - block out a day), not having it covered. Oh, they’ll have reasons, which are very different than the reasons they give as to why you need to buy a policy in the first place. And, you should know, I RARELY write reviews under 4 stars. Now I have probably lost another 1K for a trip next year I used them for before I realized how shiesty they were.",2024-03-06,"I’d give them 0 stars if that were an option. If you want to spend your money and not file a claim, I suppose this is a fine choice. If you have to file a claim, be ready to be talked out of it, and if you choose to file it (you should see the list you have to produce - block out a day), not having it covered. Oh, they’ll have reasons, which are very different than the reasons they give as to why you need to buy a policy in the first place. And, you should know, I RARELY write reviews under 4 stars. Now I have probably lost another 1K for a trip next year I used them for before I realized how shiesty they were.",NEGATIVE
4,Good but expensive. ,Good but expensive.,2024-03-06,Good but expensive. . Good but expensive.,POSITIVE
4,"Costly, but I had peace of mind.","I bought insurance for a trip abroad and felt comfortable that I was well covered for emergencies.  Because I am elderly, my insurance was almost double of that of my fellow traveler, as was expected.I didn’t need to use the insurance, but it was there if I needed it,",2024-02-01,"Costly, but I had peace of mind.. I bought insurance for a trip abroad and felt comfortable that I was well covered for emergencies.  Because I am elderly, my insurance was almost double of that of my fellow traveler, as was expected.I didn’t need to use the insurance, but it was there if I needed it,",NEGATIVE
5,I took this insurance before our cruise to Alaska,"I took this insurance before our cruise to Alaska.  Due to a medical issue, we were unable to make the cruise.  The cruise line only gave us back a small portion as we were 35 days prior to sail date.  I contacted Travel Insured and they provided me with forms needed for a refund of the rest of the costs.  Easy to purchase this and used it again on a recent cruise.",2023-09-06,"I took this insurance before our cruise to Alaska.  Due to a medical issue, we were unable to make the cruise.  The cruise line only gave us back a small portion as we were 35 days prior to sail date.  I contacted Travel Insured and they provided me with forms needed for a refund of the rest of the costs.  Easy to purchase this and used it again on a recent cruise.",NEGATIVE
5,Great prices with a lot of coverage,"Great prices with a lot of coverage, so you have peace of mind when booking a trip and traveling.",2023-12-16,"Great prices with a lot of coverage, so you have peace of mind when booking a trip and traveling.",POSITIVE
4,Thank goodness it is hard to rate this…,Thank goodness it is hard to rate this travel insurance.  Purchase was easy.  But did not need it so have had no contact with them since purchase.  This is the way I like to interact with travel insurance companies. ,2024-02-06,Thank goodness it is hard to rate this travel insurance.  Purchase was easy.  But did not need it so have had no contact with them since purchase.  This is the way I like to interact with travel insurance companies. ,POSITIVE
3,Review re travel to San Juan,"The agents were pleasant and informative.  I don't have any negative comments, since I did not require help with anything, the trip turned out to be a smooth one.",2024-02-19,"Review re travel to San Juan. The agents were pleasant and informative.  I don't have any negative comments, since I did not require help with anything, the trip turned out to be a smooth one.",POSITIVE
5,It was in place in case we needed it,It was in place in case we needed it. We had no need to use it on our trip.,2024-02-16,It was in place in case we needed it. We had no need to use it on our trip.,NEGATIVE
4,Very expensive,Very expensive ,2024-02-24,Very expensive ,NEGATIVE
5,We did not,We did not. Have to use you,2024-02-03,We did not. Have to use you,POSITIVE
5,I didn’t have to use the insurance but…,I didn’t have to use the insurance but it gave me a peace of mind knowing it was there if I needed it.,2024-02-09,I didn’t have to use the insurance but it gave me a peace of mind knowing it was there if I needed it.,NEGATIVE
5,Whenever I called to make inquiries…,Whenever I called to make inquiries your representatives were always courteous and helpful. My travel was worry free knowing that I was covered by you if I experienced any unexpected trouble. Thank you for that peace of mind ,2024-02-23,Whenever I called to make inquiries your representatives were always courteous and helpful. My travel was worry free knowing that I was covered by you if I experienced any unexpected trouble. Thank you for that peace of mind ,POSITIVE
4,"Good Coverage for the price, but Could Be Improved.","The price and overall coverage was good. However, the policy should pay when ""acts of war"" cause the trip to cancel, and it does not! Though the hostilities in the Middle East did not impact our Nile Cruise, it could have. ",2024-02-03,"Good Coverage for the price, but Could Be Improved.. The price and overall coverage was good. However, the policy should pay when ""acts of war"" cause the trip to cancel, and it does not! Though the hostilities in the Middle East did not impact our Nile Cruise, it could have. ",NEGATIVE
5,We had no claims or problems in setting…,We had no claims or problems in setting up the policy coverage. Having no claims is a desirable outcome but I cannot speak about how a claim might have been handled. The process of obtaining the policy was clear and relatively easy.,2024-02-17,We had no claims or problems in setting up the policy coverage. Having no claims is a desirable outcome but I cannot speak about how a claim might have been handled. The process of obtaining the policy was clear and relatively easy.,NEGATIVE
3,Did not have to use,"Did not have to use, so waste of money? We had a few who did use the insurance and they haven't got their money back yet. Lots of hoops to jump through. Peace of mind is however important, so we always get the insurance.",2024-02-06,"Did not have to use, so waste of money? We had a few who did use the insurance and they haven't got their money back yet. Lots of hoops to jump through. Peace of mind is however important, so we always get the insurance.",POSITIVE
5,felt safe on trip,,2024-02-12,felt safe on trip,POSITIVE
1,Need coverage for winter storms,We experienced a snow storm the morning of our travels that would not allow us to leave our home and arrive at the airport for our flight. Really dissatisfied that there is no possible plan that covers this type of trip impact. ,2024-02-13,Need coverage for winter storms. We experienced a snow storm the morning of our travels that would not allow us to leave our home and arrive at the airport for our flight. Really dissatisfied that there is no possible plan that covers this type of trip impact. ,NEGATIVE
3,It's reassuring to know it's there,"We fortunately did not have to use our coverage... but weather, accidents and just unfortunate incidents can change plans quickly. So on longer trips as we get older having a measure of backup protection is wise.  Can not really rate the actual ease of filling claim nor response by provider this time.",2024-02-11,"It's reassuring to know it's there. We fortunately did not have to use our coverage... but weather, accidents and just unfortunate incidents can change plans quickly. So on longer trips as we get older having a measure of backup protection is wise.  Can not really rate the actual ease of filling claim nor response by provider this time.",NEGATIVE
5,I have used Travel Insured…,"I have used Travel Insured International for at least 10 international trips since 2000. Recommended by USAA for members; the application is easy, customer service patient and complete and the two times I’ve had to use the insurance the process was seamless and fair. Pricing is reasonable given the no hassle attitude when you do need it. ",2024-01-31,"I have used Travel Insured International for at least 10 international trips since 2000. Recommended by USAA for members; the application is easy, customer service patient and complete and the two times I’ve had to use the insurance the process was seamless and fair. Pricing is reasonable given the no hassle attitude when you do need it. ",NEGATIVE
5,Peace of mind,Coverage is there if it’s needed.,2024-01-22,Peace of mind. Coverage is there if it’s needed.,POSITIVE
5,Transfer To A Different Trip,Our original group trip was cancelled because the minimum number of travelers was not met. We were easily able to transfer our protection to another less costly trip and received a refund for the balance.,2024-01-08,Transfer To A Different Trip. Our original group trip was cancelled because the minimum number of travelers was not met. We were easily able to transfer our protection to another less costly trip and received a refund for the balance.,NEGATIVE
5,Travel Insurance peace of mind.,"My opinion is based primarily on the quick response, simple/straightforward application and the reasonable rates that the company offered for my travel insurance needs. Fortunately, our trip went very well and without any issues or problems during the whole period.",2024-01-17,"Travel Insurance peace of mind.. My opinion is based primarily on the quick response, simple/straightforward application and the reasonable rates that the company offered for my travel insurance needs. Fortunately, our trip went very well and without any issues or problems during the whole period.",POSITIVE
3,neutral,"Sign up was fine... didn't need the insurance or need to make a claim, so I can't say good or bad.",2024-02-10,"neutral. Sign up was fine... didn't need the insurance or need to make a claim, so I can't say good or bad.",NEGATIVE
4,My rates increased from approximately…,My rates increased from approximately 10% of trip cost to over 14%. Yet I appreciate the peace of mind the coverage provides as I am very aware how my body/falls can change travel plans in less than one minute.  ,2024-01-05,My rates increased from approximately 10% of trip cost to over 14%. Yet I appreciate the peace of mind the coverage provides as I am very aware how my body/falls can change travel plans in less than one minute.  ,POSITIVE
5,The selling agent when purchase was made,"The selling agent, Lark, was wonderful to deal with.",2023-10-02,"The selling agent when purchase was made. The selling agent, Lark, was wonderful to deal with.",POSITIVE
5,Everything🌈,,2024-02-07,Everything🌈,NEGATIVE
3,Can't rate a company when there isn't a…,Can't rate a company when there isn't a claim made. Missed a port of call due to weather.,2024-02-16,Can't rate a company when there isn't a claim made. Missed a port of call due to weather.,NEGATIVE
1,Too expensive,Too expensive. Should get a refund if no claims were made. ,2024-02-22,Too expensive. Should get a refund if no claims were made. ,NEGATIVE
5,Caribbean Cruise ,Our trip was exciting and safe. We did not have any worries if we got hurt that we wouldn't be covered.,2024-01-27,Caribbean Cruise . Our trip was exciting and safe. We did not have any worries if we got hurt that we wouldn't be covered.,NEGATIVE
4,My experience with this company has…,"My experience with this company has been fine, but the cost of the travel insurance seemed high. It was over 6% of the travel cost.",2024-02-21,"My experience with this company has been fine, but the cost of the travel insurance seemed high. It was over 6% of the travel cost.",NEGATIVE
4,I like your service,"I like your service, quick, efficient and friendly - but your rates are outrageous",2024-01-16,"I like your service, quick, efficient and friendly - but your rates are outrageous",POSITIVE
1,Cancelled Trip to Israel,We were scheduled to travel in January of this year to Israel and purchased travel insurance through Travel Insured International. By the end of October 2023 we knew the trip was cancelled due to the war in Israel. We notified Travel Insured International that the trip was cancelled. We were supposed to receive a voucher worth what we had paid to use on a future trip and have received no voucher.,2023-10-23,Cancelled Trip to Israel. We were scheduled to travel in January of this year to Israel and purchased travel insurance through Travel Insured International. By the end of October 2023 we knew the trip was cancelled due to the war in Israel. We notified Travel Insured International that the trip was cancelled. We were supposed to receive a voucher worth what we had paid to use on a future trip and have received no voucher.,NEGATIVE
5,Easy process to enroll and obtain…,Easy process to enroll and obtain excellent coverage at a reasonable rate compared to other travel insurance companies.,2023-12-29,Easy process to enroll and obtain excellent coverage at a reasonable rate compared to other travel insurance companies.,POSITIVE
5,Reassurance ,"I am a ""nervous Nelly"" I wanted to k n own that if I had to cancel my trip or got sick or hurt I was covered.   Fortunately I didn't need to use this policy but it gave me peace of mind ",2024-01-27,"Reassurance . I am a ""nervous Nelly"" I wanted to k n own that if I had to cancel my trip or got sick or hurt I was covered.   Fortunately I didn't need to use this policy but it gave me peace of mind ",NEGATIVE
5,I purchased this insurance through USAA,I purchased this insurance through a link with USAA. it was easy to apply for it and it gave me piece of mind.,2024-01-31,I purchased this insurance through USAA. I purchased this insurance through a link with USAA. it was easy to apply for it and it gave me piece of mind.,POSITIVE
5,Never had to make a claim,"Never had to make a claim, trip had no issues",2024-02-10,"Never had to make a claim, trip had no issues",NEGATIVE
4,I am pleased that a claim wasn’t…,I am pleased that a claim wasn’t necessary but I was glad I was covered. I found comparing plans was very cumbersome and clunky through the website I was using. In the end I found a plan that met our needs.,2024-01-14,I am pleased that a claim wasn’t necessary but I was glad I was covered. I found comparing plans was very cumbersome and clunky through the website I was using. In the end I found a plan that met our needs.,NEGATIVE
5,Very responsive to claims (last year-…,Very responsive to claims (last year- 2023) and helpful in this year's policy decision.,2024-02-17,Very responsive to claims (last year- 2023) and helpful in this year's policy decision.,POSITIVE
5,How can I rate what I didn’t use?,How could I rate my insurance experience if I didn’t have to use it?,2024-02-04,How can I rate what I didn’t use?. How could I rate my insurance experience if I didn’t have to use it?,NEGATIVE
5,Easy process and fast claim resolution,,2024-02-01,Easy process and fast claim resolution,POSITIVE
4,Great rates,Very easy to purchase and great rates.  Glad I did not have to use it but nice to know it was there.  My one complaint is I could not get the app to work correctly.,2023-11-16,Great rates. Very easy to purchase and great rates.  Glad I did not have to use it but nice to know it was there.  My one complaint is I could not get the app to work correctly.,POSITIVE
1,Horrible Customer Service Too much red tape,"Too much red tape, Frist, I had to cancel my trip before the trip date, and I had policy to refund for any cause. they requested document that did not apply to me, and I explained that.Secondly, the travel agency and airline confirmed through email I submitted that I had paid the portion of fund that I was requesting refund. However, I still had to submit my bank statement of which I feel unsafe as cybersecurity is an issue. No one returnned my calles and when i did get throught they could not explain to issues and said someone would call me back that never happed.Allot of unnessary checks. It took over 3-months to get my refound and even with that someone called and said it would be mailed to me, however, and email came to me that was instructing me to accept the refund electronically. I was a little confused with the conflicting information. And that electronica system had issues.You all take payment readily, but payment is a issues.Very poor serviced O, yah the office was closed for training. You need to have someone availably during your business hour, you could split the training, so someone is available for your costumer.",2023-11-03,"Horrible Customer Service Too much red tape. Too much red tape, Frist, I had to cancel my trip before the trip date, and I had policy to refund for any cause. they requested document that did not apply to me, and I explained that.Secondly, the travel agency and airline confirmed through email I submitted that I had paid the portion of fund that I was requesting refund. However, I still had to submit my bank statement of which I feel unsafe as cybersecurity is an issue. No one returnned my calles and when i did get throught they could not explain to issues and said someone would call me back that never happed.Allot of unnessary checks. It took over 3-months to get my refound and even with that someone called and said it would be mailed to me, however, and email came to me that was instructing me to accept the refund electronically. I was a little confused with the conflicting information. And that electronica system had issues.You all take payment readily, but payment is a issues.Very poor serviced O, yah the office was closed for training. You need to have someone availably during your business hour, you could split the training, so someone is available for your costumer.",NEGATIVE
4,never had to use the policy,,2024-01-05,never had to use the policy,POSITIVE
1,The insurance is not worth it!,"7.  ""An unannounced Strike rsults in a complete cessation of services for at least 24 consecutive hours of a Common Carrier on which You are scheduled to travel which prevents You from reaching Your Scheduled Destination.""  When we called your company we were told that there was no reimberusement for this.  Why did we buy the insurance?",2024-02-06,"The insurance is not worth it!. 7.  ""An unannounced Strike rsults in a complete cessation of services for at least 24 consecutive hours of a Common Carrier on which You are scheduled to travel which prevents You from reaching Your Scheduled Destination.""  When we called your company we were told that there was no reimberusement for this.  Why did we buy the insurance?",NEGATIVE
5,My customer representative Sheila was…,My customer representative Sheila was AMAZING. She was so helpful and caring and worked with me to understand exactly what was needed to facilitate the claim.,2024-01-29,My customer representative Sheila was AMAZING. She was so helpful and caring and worked with me to understand exactly what was needed to facilitate the claim.,POSITIVE
5,Didn't have to use,,2024-02-06,Didn't have to use,NEGATIVE
1,Cancel for any reason - NOT,"My trip was fine, but my companion bought your Cancel for Any Reason plan. Her son had a mental health issue and was suicidal two days before departure, and she had to cancel her entire trip to get him and have him evaluated. You refused to cover any of her costs, saying that she didn't give 48 hours notice and that he wasn't hospitalized. Turns out your insurance isn't really cancel for any reason. Now she's out the cost of a trip, wasn't able to go, and is still dealing with her son's medical issues. This is false advertising. Shame on you.",2024-01-25,"Cancel for any reason - NOT. My trip was fine, but my companion bought your Cancel for Any Reason plan. Her son had a mental health issue and was suicidal two days before departure, and she had to cancel her entire trip to get him and have him evaluated. You refused to cover any of her costs, saying that she didn't give 48 hours notice and that he wasn't hospitalized. Turns out your insurance isn't really cancel for any reason. Now she's out the cost of a trip, wasn't able to go, and is still dealing with her son's medical issues. This is false advertising. Shame on you.",NEGATIVE
5,did not have to use it but did not have…,did not have to use it but did not have to worry about any problem,2024-01-27,did not have to use it but did not have to worry about any problem,NEGATIVE
5,Had a large claim and it took a little…,Had a large claim and it took a little time and effort but they paid it all,2023-09-01,Had a large claim and it took a little time and effort but they paid it all,NEGATIVE
5,We were so thankful that our trip went…,"We were so thankful that our trip went seamlessly, but having travel insurance gave us a great amount of peace of mind.",2024-01-20,"We were so thankful that our trip went seamlessly, but having travel insurance gave us a great amount of peace of mind.",POSITIVE
5,Piece of mind …,The coverage was easy to obtain but the greatest experience was not having to use the coverage and the piece of mind knowing that coverage was there if needed.,2024-01-21,Piece of mind . The coverage was easy to obtain but the greatest experience was not having to use the coverage and the piece of mind knowing that coverage was there if needed.,POSITIVE
5,Always feel secure with your insurance,Always feel secure with your insurance.  The agents are always nice.,2024-01-28,Always feel secure with your insurance.  The agents are always nice.,POSITIVE
5,We did not have to use the insurance,We did not have to use the insurance. But we did get a virus and were confined to our cabin for the last 2 days. Could we have received compensation for missing out on the ship activities?,2024-01-25,We did not have to use the insurance. But we did get a virus and were confined to our cabin for the last 2 days. Could we have received compensation for missing out on the ship activities?,NEGATIVE
5,EXCELLENT RELIABLE COMPANY,Very easy to enter information and receive contact.  I've been using this company for years.  A+,2024-01-02,EXCELLENT RELIABLE COMPANY. Very easy to enter information and receive contact.  I've been using this company for years.  A+,POSITIVE
5,January 2024 Turkey and Greece vacation cruise,Having a Travel Insured plan allowed us to really enjoy our time in Turkey and Greece.  Best travel protection in the industry. Thanks.,2024-01-21,January 2024 Turkey and Greece vacation cruise. Having a Travel Insured plan allowed us to really enjoy our time in Turkey and Greece.  Best travel protection in the industry. Thanks.,POSITIVE
5,The ease of getting the policy,"The ease of getting the policy. Since I've had a number of policies with you over the past 5-10 years and never had a claim, I can't really rate your service.",2023-11-27,"The ease of getting the policy. Since I've had a number of policies with you over the past 5-10 years and never had a claim, I can't really rate your service.",NEGATIVE
5,Felt very reassured for a trip with…,"Felt very reassured for a trip with four flights, four ferries, three rental cars, four hotrels, eight days.",2024-01-28,"Felt very reassured for a trip with four flights, four ferries, three rental cars, four hotrels, eight days.",POSITIVE
5,Claim processing was done well,"The instructions for filing a claim were very clear, the forms were straight forward. After sending in the claim forms, communications was timely, and the claim was processed in a relatively short time.",2024-01-01,"Claim processing was done well. The instructions for filing a claim were very clear, the forms were straight forward. After sending in the claim forms, communications was timely, and the claim was processed in a relatively short time.",NEGATIVE
5,Great coverage and inexpensive.,,2024-01-18,Great coverage and inexpensive.,POSITIVE
5,The options were clear.,The choices were clear with the relative benefits and costs clearly laid-out.  Easy to add on amounts either on-line or by phone as the trip evolved.,2023-07-12,The options were clear.. The choices were clear with the relative benefits and costs clearly laid-out.  Easy to add on amounts either on-line or by phone as the trip evolved.,NEGATIVE
5,Great company,Everything was easy to understand and the cost was reasonable,2024-01-20,Great company. Everything was easy to understand and the cost was reasonable,POSITIVE
4,Had no issues to use it this time,Had no issues to use,2024-01-12,Had no issues to use it this time. Had no issues to use,NEGATIVE
5,Fast response,,2024-02-01,Fast response,POSITIVE
5,Safey Blanket,Peace of mind,2023-12-29,Safey Blanket. Peace of mind,POSITIVE
4,Gods Creation,Everything organized to perfection The tour guide the atmosphere the people and just the nature of the desert.  Loved the country,2024-01-08,Gods Creation. Everything organized to perfection The tour guide the atmosphere the people and just the nature of the desert.  Loved the country,POSITIVE
5,We purchased the travel insurance at…,We purchased the travel insurance at what we thought was a very reasonable price and never worried about having problems if something would have happened.,2024-01-17,We purchased the travel insurance at what we thought was a very reasonable price and never worried about having problems if something would have happened.,POSITIVE
5,Easy to complete the travel insurance…,"Easy to complete the travel insurance form, good value for the premium, and thankfully we did need it but gave us peace of mind that we had the insurance.",2024-01-23,"Easy to complete the travel insurance form, good value for the premium, and thankfully we did need it but gave us peace of mind that we had the insurance.",POSITIVE
5,Representative was very helpful.,"Representative was very helpful.She made sure that I fully understood my options, what she could and could not do and didn't try to get me off the phone at all. She stayed on the line and was polite, even after she had to explain something two or three times to correct my misunderstanding. She was great!!!",2024-01-11,"Representative was very helpful.She made sure that I fully understood my options, what she could and could not do and didn't try to get me off the phone at all. She stayed on the line and was polite, even after she had to explain something two or three times to correct my misunderstanding. She was great!!!",NEGATIVE
5,Didn't need to use it so that's great.,"We completed our trip - air to and from Buenos Aires - and an 11-day cruise to Antarctica with no mishaps at all.Knowing, however, that we had the insurance coverage ""just in case"" was a good thing.",2023-12-30,"Didn't need to use it so that's great.. We completed our trip - air to and from Buenos Aires - and an 11-day cruise to Antarctica with no mishaps at all.Knowing, however, that we had the insurance coverage ""just in case"" was a good thing.",NEGATIVE
1,Six months of phone calls and emails,Had to file a claim for a straightforward issue. Submitted all documents in August and just received the payment in January after numerous emails and phone calls. I spent many hours dealing with them and it was never clear to me why they took so long. It seems they avoid paying claims unless you contact them frequently.,2024-01-28,Six months of phone calls and emails. Had to file a claim for a straightforward issue. Submitted all documents in August and just received the payment in January after numerous emails and phone calls. I spent many hours dealing with them and it was never clear to me why they took so long. It seems they avoid paying claims unless you contact them frequently.,NEGATIVE
1,I detest insurance companies and will…,I detest insurance companies and will not do business with Travel Insured International in the future,2024-01-10,I detest insurance companies and will not do business with Travel Insured International in the future,NEGATIVE
5,Good to have,Comforting to know that we were covered,2024-01-13,Good to have. Comforting to know that we were covered,POSITIVE
3,I did not need it so I'm happy about…,I did not need it so I'm happy about that,2024-01-08,I did not need it so I'm happy about that,POSITIVE
5,Panama in January,My first trip was cancelled and I was within the window to receive a refund and did with no problem. My trip was rescheduled and I did not hesitate to use the company again because of their great customer service.,2024-01-14,Panama in January. My first trip was cancelled and I was within the window to receive a refund and did with no problem. My trip was rescheduled and I did not hesitate to use the company again because of their great customer service.,NEGATIVE
5,I'm a solid customer!,"I have used Travel Insured almost annually for my travel insurance needs. Although rising prices continue to stun me, I know that I can choose how much coverage I want. When I had a medical problem abroad a decade ago, Travel Insured was a fantastic partner and I will always be grateful for the incredible service it provided during a moment of need. Great company. Great personnel Great service!",2023-12-19,"I'm a solid customer!. I have used Travel Insured almost annually for my travel insurance needs. Although rising prices continue to stun me, I know that I can choose how much coverage I want. When I had a medical problem abroad a decade ago, Travel Insured was a fantastic partner and I will always be grateful for the incredible service it provided during a moment of need. Great company. Great personnel Great service!",POSITIVE
