rate,Reviews,tokenized_reviews,review_date,Sentiment
3,"neutral. Sign up was fine... didn't need the insurance or need to make a claim, so I can't say good or bad.","['neutral', 'sign', 'up', 'was', 'fine', 'didnt', 'need', 'the', 'insurance', 'or', 'need', 'to', 'make', 'a', 'claim', 'so', 'i', 'cant', 'say', 'good', 'or', 'bad']",2024-02-10,NEGATIVE
4,My rates increased from approximately 10% of trip cost to over 14%. Yet I appreciate the peace of mind the coverage provides as I am very aware how my body/falls can change travel plans in less than one minute.  ,"['my', 'rates', 'increased', 'from', 'approximately', '10', 'of', 'trip', 'cost', 'to', 'over', '14', 'yet', 'i', 'appreciate', 'the', 'peace', 'of', 'mind', 'the', 'coverage', 'provides', 'as', 'i', 'am', 'very', 'aware', 'how', 'my', 'bodyfalls', 'can', 'change', 'travel', 'plans', 'in', 'less', 'than', 'one', 'minute']",2024-01-05,POSITIVE
5,"The selling agent when purchase was made. The selling agent, Lark, was wonderful to deal with.","['the', 'selling', 'agent', 'when', 'purchase', 'was', 'made', 'the', 'selling', 'agent', 'lark', 'was', 'wonderful', 'to', 'deal', 'with']",2023-10-02,POSITIVE
5,Everything🌈,['everythingrainbow'],2024-02-07,NEGATIVE
3,Can't rate a company when there isn't a claim made. Missed a port of call due to weather.,"['cant', 'rate', 'a', 'company', 'when', 'there', 'isnt', 'a', 'claim', 'made', 'missed', 'a', 'port', 'of', 'call', 'due', 'to', 'weather']",2024-02-16,NEGATIVE
1,Too expensive. Should get a refund if no claims were made. ,"['too', 'expensive', 'should', 'get', 'a', 'refund', 'if', 'no', 'claims', 'were', 'made']",2024-02-22,NEGATIVE
5,Caribbean Cruise . Our trip was exciting and safe. We did not have any worries if we got hurt that we wouldn't be covered.,"['caribbean', 'cruise', 'our', 'trip', 'was', 'exciting', 'and', 'safe', 'we', 'did', 'not', 'have', 'any', 'worries', 'if', 'we', 'got', 'hurt', 'that', 'we', 'wouldnt', 'be', 'covered']",2024-01-27,NEGATIVE
4,"My experience with this company has been fine, but the cost of the travel insurance seemed high. It was over 6% of the travel cost.","['my', 'experience', 'with', 'this', 'company', 'has', 'been', 'fine', 'but', 'the', 'cost', 'of', 'the', 'travel', 'insurance', 'seemed', 'high', 'it', 'was', 'over', '6', 'of', 'the', 'travel', 'cost']",2024-02-21,NEGATIVE
4,"I like your service, quick, efficient and friendly - but your rates are outrageous","['i', 'like', 'your', 'service', 'quick', 'efficient', 'and', 'friendly', 'but', 'your', 'rates', 'are', 'outrageous']",2024-01-16,POSITIVE
1,Cancelled Trip to Israel. We were scheduled to travel in January of this year to Israel and purchased travel insurance through Travel Insured International. By the end of October 2023 we knew the trip was cancelled due to the war in Israel. We notified Travel Insured International that the trip was cancelled. We were supposed to receive a voucher worth what we had paid to use on a future trip and have received no voucher.,"['cancelled', 'trip', 'to', 'israel', 'we', 'were', 'scheduled', 'to', 'travel', 'in', 'january', 'of', 'this', 'year', 'to', 'israel', 'and', 'purchased', 'travel', 'insurance', 'through', 'travel', 'insured', 'international', 'by', 'the', 'end', 'of', 'october', '2023', 'we', 'knew', 'the', 'trip', 'was', 'cancelled', 'due', 'to', 'the', 'war', 'in', 'israel', 'we', 'notified', 'travel', 'insured', 'international', 'that', 'the', 'trip', 'was', 'cancelled', 'we', 'were', 'supposed', 'to', 'receive', 'a', 'voucher', 'worth', 'what', 'we', 'had', 'paid', 'to', 'use', 'on', 'a', 'future', 'trip', 'and', 'have', 'received', 'no', 'voucher']",2023-10-23,NEGATIVE
5,Easy process to enroll and obtain excellent coverage at a reasonable rate compared to other travel insurance companies.,"['easy', 'process', 'to', 'enroll', 'and', 'obtain', 'excellent', 'coverage', 'at', 'a', 'reasonable', 'rate', 'compared', 'to', 'other', 'travel', 'insurance', 'companies']",2023-12-29,POSITIVE
5,"Reassurance . I am a ""nervous Nelly"" I wanted to k n own that if I had to cancel my trip or got sick or hurt I was covered.   Fortunately I didn't need to use this policy but it gave me peace of mind ","['reassurance', 'i', 'am', 'a', 'nervous', 'nelly', 'i', 'wanted', 'to', 'k', 'n', 'own', 'that', 'if', 'i', 'had', 'to', 'cancel', 'my', 'trip', 'or', 'got', 'sick', 'or', 'hurt', 'i', 'was', 'covered', 'fortunately', 'i', 'didnt', 'need', 'to', 'use', 'this', 'policy', 'but', 'it', 'gave', 'me', 'peace', 'of', 'mind']",2024-01-27,NEGATIVE
5,I purchased this insurance through USAA. I purchased this insurance through a link with USAA. it was easy to apply for it and it gave me piece of mind.,"['i', 'purchased', 'this', 'insurance', 'through', 'usaa', 'i', 'purchased', 'this', 'insurance', 'through', 'a', 'link', 'with', 'usaa', 'it', 'was', 'easy', 'to', 'apply', 'for', 'it', 'and', 'it', 'gave', 'me', 'piece', 'of', 'mind']",2024-01-31,POSITIVE
5,"Never had to make a claim, trip had no issues","['never', 'had', 'to', 'make', 'a', 'claim', 'trip', 'had', 'no', 'issues']",2024-02-10,NEGATIVE
4,I am pleased that a claim wasn’t necessary but I was glad I was covered. I found comparing plans was very cumbersome and clunky through the website I was using. In the end I found a plan that met our needs.,"['i', 'am', 'pleased', 'that', 'a', 'claim', 'wasn', 't', 'necessary', 'but', 'i', 'was', 'glad', 'i', 'was', 'covered', 'i', 'found', 'comparing', 'plans', 'was', 'very', 'cumbersome', 'and', 'clunky', 'through', 'the', 'website', 'i', 'was', 'using', 'in', 'the', 'end', 'i', 'found', 'a', 'plan', 'that', 'met', 'our', 'needs']",2024-01-14,NEGATIVE
5,Very responsive to claims (last year- 2023) and helpful in this year's policy decision.,"['very', 'responsive', 'to', 'claims', 'last', 'year', '2023', 'and', 'helpful', 'in', 'this', 'years', 'policy', 'decision']",2024-02-17,POSITIVE
5,How can I rate what I didn’t use?. How could I rate my insurance experience if I didn’t have to use it?,"['how', 'can', 'i', 'rate', 'what', 'i', 'didn', 't', 'use', 'how', 'could', 'i', 'rate', 'my', 'insurance', 'experience', 'if', 'i', 'didn', 't', 'have', 'to', 'use', 'it']",2024-02-04,NEGATIVE
5,Easy process and fast claim resolution,"['easy', 'process', 'and', 'fast', 'claim', 'resolution']",2024-02-01,POSITIVE
4,Great rates. Very easy to purchase and great rates.  Glad I did not have to use it but nice to know it was there.  My one complaint is I could not get the app to work correctly.,"['great', 'rates', 'very', 'easy', 'to', 'purchase', 'and', 'great', 'rates', 'glad', 'i', 'did', 'not', 'have', 'to', 'use', 'it', 'but', 'nice', 'to', 'know', 'it', 'was', 'there', 'my', 'one', 'complaint', 'is', 'i', 'could', 'not', 'get', 'the', 'app', 'to', 'work', 'correctly']",2023-11-16,POSITIVE
1,"Horrible Customer Service Too much red tape. Too much red tape, Frist, I had to cancel my trip before the trip date, and I had policy to refund for any cause. they requested document that did not apply to me, and I explained that.Secondly, the travel agency and airline confirmed through email I submitted that I had paid the portion of fund that I was requesting refund. However, I still had to submit my bank statement of which I feel unsafe as cybersecurity is an issue. No one returnned my calles and when i did get throught they could not explain to issues and said someone would call me back that never happed.Allot of unnessary checks. It took over 3-months to get my refound and even with that someone called and said it would be mailed to me, however, and email came to me that was instructing me to accept the refund electronically. I was a little confused with the conflicting information. And that electronica system had issues.You all take payment readily, but payment is a issues.Very poor serviced O, yah the office was closed for training. You need to have someone availably during your business hour, you could split the training, so someone is available for your costumer.","['horrible', 'customer', 'service', 'too', 'much', 'red', 'tape', 'too', 'much', 'red', 'tape', 'frist', 'i', 'had', 'to', 'cancel', 'my', 'trip', 'before', 'the', 'trip', 'date', 'and', 'i', 'had', 'policy', 'to', 'refund', 'for', 'any', 'cause', 'they', 'requested', 'document', 'that', 'did', 'not', 'apply', 'to', 'me', 'and', 'i', 'explained', 'thatsecondly', 'the', 'travel', 'agency', 'and', 'airline', 'confirmed', 'through', 'email', 'i', 'submitted', 'that', 'i', 'had', 'paid', 'the', 'portion', 'of', 'fund', 'that', 'i', 'was', 'requesting', 'refund', 'however', 'i', 'still', 'had', 'to', 'submit', 'my', 'bank', 'statement', 'of', 'which', 'i', 'feel', 'unsafe', 'as', 'cybersecurity', 'is', 'an', 'issue', 'no', 'one', 'returnned', 'my', 'calles', 'and', 'when', 'i', 'did', 'get', 'throught', 'they', 'could', 'not', 'explain', 'to', 'issues', 'and', 'said', 'someone', 'would', 'call', 'me', 'back', 'that', 'never', 'happedallot', 'of', 'unnessary', 'checks', 'it', 'took', 'over', '3months', 'to', 'get', 'my', 'refound', 'and', 'even', 'with', 'that', 'someone', 'called', 'and', 'said', 'it', 'would', 'be', 'mailed', 'to', 'me', 'however', 'and', 'email', 'came', 'to', 'me', 'that', 'was', 'instructing', 'me', 'to', 'accept', 'the', 'refund', 'electronically', 'i', 'was', 'a', 'little', 'confused', 'with', 'the', 'conflicting', 'information', 'and', 'that', 'electronica', 'system', 'had', 'issuesyou', 'all', 'take', 'payment', 'readily', 'but', 'payment', 'is', 'a', 'issuesvery', 'poor', 'serviced', 'o', 'yah', 'the', 'office', 'was', 'closed', 'for', 'training', 'you', 'need', 'to', 'have', 'someone', 'availably', 'during', 'your', 'business', 'hour', 'you', 'could', 'split', 'the', 'training', 'so', 'someone', 'is', 'available', 'for', 'your', 'costumer']",2023-11-03,NEGATIVE
4,never had to use the policy,"['never', 'had', 'to', 'use', 'the', 'policy']",2024-01-05,POSITIVE
1,"The insurance is not worth it!. 7.  ""An unannounced Strike rsults in a complete cessation of services for at least 24 consecutive hours of a Common Carrier on which You are scheduled to travel which prevents You from reaching Your Scheduled Destination.""  When we called your company we were told that there was no reimberusement for this.  Why did we buy the insurance?","['the', 'insurance', 'is', 'not', 'worth', 'it', '7', 'an', 'unannounced', 'strike', 'rsults', 'in', 'a', 'complete', 'cessation', 'of', 'services', 'for', 'at', 'least', '24', 'consecutive', 'hours', 'of', 'a', 'common', 'carrier', 'on', 'which', 'you', 'are', 'scheduled', 'to', 'travel', 'which', 'prevents', 'you', 'from', 'reaching', 'your', 'scheduled', 'destination', 'when', 'we', 'called', 'your', 'company', 'we', 'were', 'told', 'that', 'there', 'was', 'no', 'reimberusement', 'for', 'this', 'why', 'did', 'we', 'buy', 'the', 'insurance']",2024-02-06,NEGATIVE
5,My customer representative Sheila was AMAZING. She was so helpful and caring and worked with me to understand exactly what was needed to facilitate the claim.,"['my', 'customer', 'representative', 'sheila', 'was', 'amazing', 'she', 'was', 'so', 'helpful', 'and', 'caring', 'and', 'worked', 'with', 'me', 'to', 'understand', 'exactly', 'what', 'was', 'needed', 'to', 'facilitate', 'the', 'claim']",2024-01-29,POSITIVE
5,Didn't have to use,"['didnt', 'have', 'to', 'use']",2024-02-06,NEGATIVE
1,"Cancel for any reason - NOT. My trip was fine, but my companion bought your Cancel for Any Reason plan. Her son had a mental health issue and was suicidal two days before departure, and she had to cancel her entire trip to get him and have him evaluated. You refused to cover any of her costs, saying that she didn't give 48 hours notice and that he wasn't hospitalized. Turns out your insurance isn't really cancel for any reason. Now she's out the cost of a trip, wasn't able to go, and is still dealing with her son's medical issues. This is false advertising. Shame on you.","['cancel', 'for', 'any', 'reason', 'not', 'my', 'trip', 'was', 'fine', 'but', 'my', 'companion', 'bought', 'your', 'cancel', 'for', 'any', 'reason', 'plan', 'her', 'son', 'had', 'a', 'mental', 'health', 'issue', 'and', 'was', 'suicidal', 'two', 'days', 'before', 'departure', 'and', 'she', 'had', 'to', 'cancel', 'her', 'entire', 'trip', 'to', 'get', 'him', 'and', 'have', 'him', 'evaluated', 'you', 'refused', 'to', 'cover', 'any', 'of', 'her', 'costs', 'saying', 'that', 'she', 'didnt', 'give', '48', 'hours', 'notice', 'and', 'that', 'he', 'wasnt', 'hospitalized', 'turns', 'out', 'your', 'insurance', 'isnt', 'really', 'cancel', 'for', 'any', 'reason', 'now', 'shes', 'out', 'the', 'cost', 'of', 'a', 'trip', 'wasnt', 'able', 'to', 'go', 'and', 'is', 'still', 'dealing', 'with', 'her', 'sons', 'medical', 'issues', 'this', 'is', 'false', 'advertising', 'shame', 'on', 'you']",2024-01-25,NEGATIVE
5,did not have to use it but did not have to worry about any problem,"['did', 'not', 'have', 'to', 'use', 'it', 'but', 'did', 'not', 'have', 'to', 'worry', 'about', 'any', 'problem']",2024-01-27,NEGATIVE
5,Had a large claim and it took a little time and effort but they paid it all,"['had', 'a', 'large', 'claim', 'and', 'it', 'took', 'a', 'little', 'time', 'and', 'effort', 'but', 'they', 'paid', 'it', 'all']",2023-09-01,NEGATIVE
5,"We were so thankful that our trip went seamlessly, but having travel insurance gave us a great amount of peace of mind.","['we', 'were', 'so', 'thankful', 'that', 'our', 'trip', 'went', 'seamlessly', 'but', 'having', 'travel', 'insurance', 'gave', 'us', 'a', 'great', 'amount', 'of', 'peace', 'of', 'mind']",2024-01-20,POSITIVE
5,Piece of mind . The coverage was easy to obtain but the greatest experience was not having to use the coverage and the piece of mind knowing that coverage was there if needed.,"['piece', 'of', 'mind', 'the', 'coverage', 'was', 'easy', 'to', 'obtain', 'but', 'the', 'greatest', 'experience', 'was', 'not', 'having', 'to', 'use', 'the', 'coverage', 'and', 'the', 'piece', 'of', 'mind', 'knowing', 'that', 'coverage', 'was', 'there', 'if', 'needed']",2024-01-21,POSITIVE
5,Always feel secure with your insurance.  The agents are always nice.,"['always', 'feel', 'secure', 'with', 'your', 'insurance', 'the', 'agents', 'are', 'always', 'nice']",2024-01-28,POSITIVE
5,We did not have to use the insurance. But we did get a virus and were confined to our cabin for the last 2 days. Could we have received compensation for missing out on the ship activities?,"['we', 'did', 'not', 'have', 'to', 'use', 'the', 'insurance', 'but', 'we', 'did', 'get', 'a', 'virus', 'and', 'were', 'confined', 'to', 'our', 'cabin', 'for', 'the', 'last', '2', 'days', 'could', 'we', 'have', 'received', 'compensation', 'for', 'missing', 'out', 'on', 'the', 'ship', 'activities']",2024-01-25,NEGATIVE
5,EXCELLENT RELIABLE COMPANY. Very easy to enter information and receive contact.  I've been using this company for years.  A+,"['excellent', 'reliable', 'company', 'very', 'easy', 'to', 'enter', 'information', 'and', 'receive', 'contact', 'ive', 'been', 'using', 'this', 'company', 'for', 'years', 'a']",2024-01-02,POSITIVE
5,January 2024 Turkey and Greece vacation cruise. Having a Travel Insured plan allowed us to really enjoy our time in Turkey and Greece.  Best travel protection in the industry. Thanks.,"['january', '2024', 'turkey', 'and', 'greece', 'vacation', 'cruise', 'having', 'a', 'travel', 'insured', 'plan', 'allowed', 'us', 'to', 'really', 'enjoy', 'our', 'time', 'in', 'turkey', 'and', 'greece', 'best', 'travel', 'protection', 'in', 'the', 'industry', 'thanks']",2024-01-21,POSITIVE
5,"The ease of getting the policy. Since I've had a number of policies with you over the past 5-10 years and never had a claim, I can't really rate your service.","['the', 'ease', 'of', 'getting', 'the', 'policy', 'since', 'ive', 'had', 'a', 'number', 'of', 'policies', 'with', 'you', 'over', 'the', 'past', '510', 'years', 'and', 'never', 'had', 'a', 'claim', 'i', 'cant', 'really', 'rate', 'your', 'service']",2023-11-27,NEGATIVE
5,"Felt very reassured for a trip with four flights, four ferries, three rental cars, four hotrels, eight days.","['felt', 'very', 'reassured', 'for', 'a', 'trip', 'with', 'four', 'flights', 'four', 'ferries', 'three', 'rental', 'cars', 'four', 'hotrels', 'eight', 'days']",2024-01-28,POSITIVE
5,"Claim processing was done well. The instructions for filing a claim were very clear, the forms were straight forward. After sending in the claim forms, communications was timely, and the claim was processed in a relatively short time.","['claim', 'processing', 'was', 'done', 'well', 'the', 'instructions', 'for', 'filing', 'a', 'claim', 'were', 'very', 'clear', 'the', 'forms', 'were', 'straight', 'forward', 'after', 'sending', 'in', 'the', 'claim', 'forms', 'communications', 'was', 'timely', 'and', 'the', 'claim', 'was', 'processed', 'in', 'a', 'relatively', 'short', 'time']",2024-01-01,NEGATIVE
5,Great coverage and inexpensive.,"['great', 'coverage', 'and', 'inexpensive']",2024-01-18,POSITIVE
5,The options were clear.. The choices were clear with the relative benefits and costs clearly laid-out.  Easy to add on amounts either on-line or by phone as the trip evolved.,"['the', 'options', 'were', 'clear', 'the', 'choices', 'were', 'clear', 'with', 'the', 'relative', 'benefits', 'and', 'costs', 'clearly', 'laidout', 'easy', 'to', 'add', 'on', 'amounts', 'either', 'online', 'or', 'by', 'phone', 'as', 'the', 'trip', 'evolved']",2023-07-12,NEGATIVE
5,Great company. Everything was easy to understand and the cost was reasonable,"['great', 'company', 'everything', 'was', 'easy', 'to', 'understand', 'and', 'the', 'cost', 'was', 'reasonable']",2024-01-20,POSITIVE
4,Had no issues to use it this time. Had no issues to use,"['had', 'no', 'issues', 'to', 'use', 'it', 'this', 'time', 'had', 'no', 'issues', 'to', 'use']",2024-01-12,NEGATIVE
5,Fast response,"['fast', 'response']",2024-02-01,POSITIVE
5,Safey Blanket. Peace of mind,"['safey', 'blanket', 'peace', 'of', 'mind']",2023-12-29,POSITIVE
4,Gods Creation. Everything organized to perfection The tour guide the atmosphere the people and just the nature of the desert.  Loved the country,"['gods', 'creation', 'everything', 'organized', 'to', 'perfection', 'the', 'tour', 'guide', 'the', 'atmosphere', 'the', 'people', 'and', 'just', 'the', 'nature', 'of', 'the', 'desert', 'loved', 'the', 'country']",2024-01-08,POSITIVE
5,We purchased the travel insurance at what we thought was a very reasonable price and never worried about having problems if something would have happened.,"['we', 'purchased', 'the', 'travel', 'insurance', 'at', 'what', 'we', 'thought', 'was', 'a', 'very', 'reasonable', 'price', 'and', 'never', 'worried', 'about', 'having', 'problems', 'if', 'something', 'would', 'have', 'happened']",2024-01-17,POSITIVE
5,"Easy to complete the travel insurance form, good value for the premium, and thankfully we did need it but gave us peace of mind that we had the insurance.","['easy', 'to', 'complete', 'the', 'travel', 'insurance', 'form', 'good', 'value', 'for', 'the', 'premium', 'and', 'thankfully', 'we', 'did', 'need', 'it', 'but', 'gave', 'us', 'peace', 'of', 'mind', 'that', 'we', 'had', 'the', 'insurance']",2024-01-23,POSITIVE
5,"Representative was very helpful.She made sure that I fully understood my options, what she could and could not do and didn't try to get me off the phone at all. She stayed on the line and was polite, even after she had to explain something two or three times to correct my misunderstanding. She was great!!!","['representative', 'was', 'very', 'helpfulshe', 'made', 'sure', 'that', 'i', 'fully', 'understood', 'my', 'options', 'what', 'she', 'could', 'and', 'could', 'not', 'do', 'and', 'didnt', 'try', 'to', 'get', 'me', 'off', 'the', 'phone', 'at', 'all', 'she', 'stayed', 'on', 'the', 'line', 'and', 'was', 'polite', 'even', 'after', 'she', 'had', 'to', 'explain', 'something', 'two', 'or', 'three', 'times', 'to', 'correct', 'my', 'misunderstanding', 'she', 'was', 'great']",2024-01-11,NEGATIVE
5,"Didn't need to use it so that's great.. We completed our trip - air to and from Buenos Aires - and an 11-day cruise to Antarctica with no mishaps at all.Knowing, however, that we had the insurance coverage ""just in case"" was a good thing.","['didnt', 'need', 'to', 'use', 'it', 'so', 'thats', 'great', 'we', 'completed', 'our', 'trip', 'air', 'to', 'and', 'from', 'buenos', 'aires', 'and', 'an', '11day', 'cruise', 'to', 'antarctica', 'with', 'no', 'mishaps', 'at', 'allknowing', 'however', 'that', 'we', 'had', 'the', 'insurance', 'coverage', 'just', 'in', 'case', 'was', 'a', 'good', 'thing']",2023-12-30,NEGATIVE
1,Six months of phone calls and emails. Had to file a claim for a straightforward issue. Submitted all documents in August and just received the payment in January after numerous emails and phone calls. I spent many hours dealing with them and it was never clear to me why they took so long. It seems they avoid paying claims unless you contact them frequently.,"['six', 'months', 'of', 'phone', 'calls', 'and', 'emails', 'had', 'to', 'file', 'a', 'claim', 'for', 'a', 'straightforward', 'issue', 'submitted', 'all', 'documents', 'in', 'august', 'and', 'just', 'received', 'the', 'payment', 'in', 'january', 'after', 'numerous', 'emails', 'and', 'phone', 'calls', 'i', 'spent', 'many', 'hours', 'dealing', 'with', 'them', 'and', 'it', 'was', 'never', 'clear', 'to', 'me', 'why', 'they', 'took', 'so', 'long', 'it', 'seems', 'they', 'avoid', 'paying', 'claims', 'unless', 'you', 'contact', 'them', 'frequently']",2024-01-28,NEGATIVE
1,I detest insurance companies and will not do business with Travel Insured International in the future,"['i', 'detest', 'insurance', 'companies', 'and', 'will', 'not', 'do', 'business', 'with', 'travel', 'insured', 'international', 'in', 'the', 'future']",2024-01-10,NEGATIVE
5,Good to have. Comforting to know that we were covered,"['good', 'to', 'have', 'comforting', 'to', 'know', 'that', 'we', 'were', 'covered']",2024-01-13,POSITIVE
3,I did not need it so I'm happy about that,"['i', 'did', 'not', 'need', 'it', 'so', 'im', 'happy', 'about', 'that']",2024-01-08,POSITIVE
5,Panama in January. My first trip was cancelled and I was within the window to receive a refund and did with no problem. My trip was rescheduled and I did not hesitate to use the company again because of their great customer service.,"['panama', 'in', 'january', 'my', 'first', 'trip', 'was', 'cancelled', 'and', 'i', 'was', 'within', 'the', 'window', 'to', 'receive', 'a', 'refund', 'and', 'did', 'with', 'no', 'problem', 'my', 'trip', 'was', 'rescheduled', 'and', 'i', 'did', 'not', 'hesitate', 'to', 'use', 'the', 'company', 'again', 'because', 'of', 'their', 'great', 'customer', 'service']",2024-01-14,NEGATIVE
5,"I'm a solid customer!. I have used Travel Insured almost annually for my travel insurance needs. Although rising prices continue to stun me, I know that I can choose how much coverage I want. When I had a medical problem abroad a decade ago, Travel Insured was a fantastic partner and I will always be grateful for the incredible service it provided during a moment of need. Great company. Great personnel Great service!","['im', 'a', 'solid', 'customer', 'i', 'have', 'used', 'travel', 'insured', 'almost', 'annually', 'for', 'my', 'travel', 'insurance', 'needs', 'although', 'rising', 'prices', 'continue', 'to', 'stun', 'me', 'i', 'know', 'that', 'i', 'can', 'choose', 'how', 'much', 'coverage', 'i', 'want', 'when', 'i', 'had', 'a', 'medical', 'problem', 'abroad', 'a', 'decade', 'ago', 'travel', 'insured', 'was', 'a', 'fantastic', 'partner', 'and', 'i', 'will', 'always', 'be', 'grateful', 'for', 'the', 'incredible', 'service', 'it', 'provided', 'during', 'a', 'moment', 'of', 'need', 'great', 'company', 'great', 'personnel', 'great', 'service']",2023-12-19,POSITIVE
2,"Unrealistic insurance. . I am writing to express my disappointment with the service provided by Travel Insured Insurance. As a frequent traveler, I have always believed in the importance of having reliable travel insurance to protect myself during my trips. Unfortunately, my recent experience with Travel Insured Insurance has left me extremely dissatisfied.  Firstly, the process of purchasing the insurance was not as straightforward as I had expected. The website was confusing and difficult to navigate, making it hard to find the information I needed. Additionally, the lack of transparency regarding the coverage and limitations of the policy left me feeling uncertain about what I was actually signing up for.  Furthermore, when I needed to file a claim due to a medical emergency during my trip, I encountered numerous difficulties. The claims process was overly complicated, with excessive paperwork and documentation required. It felt as though Travel Insured Insurance was actively trying to discourage customers from making claims.  To make matters worse, the customer service support I received throughout this ordeal was subpar. The representatives I spoke to were unhelpful and lacked the knowledge necessary to assist me effectively. I was left feeling frustrated and abandoned during a time when I needed support the most.  Overall, my experience with Travel Insured Insurance has been nothing short of disappointing. The lack of transparency, complicated claims process, and poor customer service have all contributed to my negative perception of the company. As a result, I will be seeking alternative travel insurance providers in the future.","['unrealistic', 'insurance', 'i', 'am', 'writing', 'to', 'express', 'my', 'disappointment', 'with', 'the', 'service', 'provided', 'by', 'travel', 'insured', 'insurance', 'as', 'a', 'frequent', 'traveler', 'i', 'have', 'always', 'believed', 'in', 'the', 'importance', 'of', 'having', 'reliable', 'travel', 'insurance', 'to', 'protect', 'myself', 'during', 'my', 'trips', 'unfortunately', 'my', 'recent', 'experience', 'with', 'travel', 'insured', 'insurance', 'has', 'left', 'me', 'extremely', 'dissatisfied', 'firstly', 'the', 'process', 'of', 'purchasing', 'the', 'insurance', 'was', 'not', 'as', 'straightforward', 'as', 'i', 'had', 'expected', 'the', 'website', 'was', 'confusing', 'and', 'difficult', 'to', 'navigate', 'making', 'it', 'hard', 'to', 'find', 'the', 'information', 'i', 'needed', 'additionally', 'the', 'lack', 'of', 'transparency', 'regarding', 'the', 'coverage', 'and', 'limitations', 'of', 'the', 'policy', 'left', 'me', 'feeling', 'uncertain', 'about', 'what', 'i', 'was', 'actually', 'signing', 'up', 'for', 'furthermore', 'when', 'i', 'needed', 'to', 'file', 'a', 'claim', 'due', 'to', 'a', 'medical', 'emergency', 'during', 'my', 'trip', 'i', 'encountered', 'numerous', 'difficulties', 'the', 'claims', 'process', 'was', 'overly', 'complicated', 'with', 'excessive', 'paperwork', 'and', 'documentation', 'required', 'it', 'felt', 'as', 'though', 'travel', 'insured', 'insurance', 'was', 'actively', 'trying', 'to', 'discourage', 'customers', 'from', 'making', 'claims', 'to', 'make', 'matters', 'worse', 'the', 'customer', 'service', 'support', 'i', 'received', 'throughout', 'this', 'ordeal', 'was', 'subpar', 'the', 'representatives', 'i', 'spoke', 'to', 'were', 'unhelpful', 'and', 'lacked', 'the', 'knowledge', 'necessary', 'to', 'assist', 'me', 'effectively', 'i', 'was', 'left', 'feeling', 'frustrated', 'and', 'abandoned', 'during', 'a', 'time', 'when', 'i', 'needed', 'support', 'the', 'most', 'overall', 'my', 'experience', 'with', 'travel', 'insured', 'insurance', 'has', 'been', 'nothing', 'short', 'of', 'disappointing', 'the', 'lack', 'of', 'transparency', 'complicated', 'claims', 'process', 'and', 'poor', 'customer', 'service', 'have', 'all', 'contributed', 'to', 'my', 'negative', 'perception', 'of', 'the', 'company', 'as', 'a', 'result', 'i', 'will', 'be', 'seeking', 'alternative', 'travel', 'insurance', 'providers', 'in', 'the', 'future']",2024-01-24,NEGATIVE
5,Good price for good coverage; easy to sign up. No issues so never had to contact TI but based on reviews I feel confident I had good coverage had I needed it.,"['good', 'price', 'for', 'good', 'coverage', 'easy', 'to', 'sign', 'up', 'no', 'issues', 'so', 'never', 'had', 'to', 'contact', 'ti', 'but', 'based', 'on', 'reviews', 'i', 'feel', 'confident', 'i', 'had', 'good', 'coverage', 'had', 'i', 'needed', 'it']",2024-01-05,POSITIVE
4,"Travel Insured International. I have used Travel Insured International for several trip. It is easy to purchase, thank goodness I have never had to make a claim. If I ever have to use it I will post another review on my experience.","['travel', 'insured', 'international', 'i', 'have', 'used', 'travel', 'insured', 'international', 'for', 'several', 'trip', 'it', 'is', 'easy', 'to', 'purchase', 'thank', 'goodness', 'i', 'have', 'never', 'had', 'to', 'make', 'a', 'claim', 'if', 'i', 'ever', 'have', 'to', 'use', 'it', 'i', 'will', 'post', 'another', 'review', 'on', 'my', 'experience']",2023-12-13,NEGATIVE
1,I wasn’t given correct informed when I initially wanted to cancel my trip,"['i', 'wasn', 't', 'given', 'correct', 'informed', 'when', 'i', 'initially', 'wanted', 'to', 'cancel', 'my', 'trip']",2024-01-07,NEGATIVE
5,Filing a claim. It works really well.  Filed a claim and had my money within 1 week.,"['filing', 'a', 'claim', 'it', 'works', 'really', 'well', 'filed', 'a', 'claim', 'and', 'had', 'my', 'money', 'within', '1', 'week']",2024-01-18,POSITIVE
5,"Easy and affordable. Easy to book and covered everything i could ask for. Thankful that we did not have any problems, but believe that we were covered if we did.","['easy', 'and', 'affordable', 'easy', 'to', 'book', 'and', 'covered', 'everything', 'i', 'could', 'ask', 'for', 'thankful', 'that', 'we', 'did', 'not', 'have', 'any', 'problems', 'but', 'believe', 'that', 'we', 'were', 'covered', 'if', 'we', 'did']",2023-11-28,NEGATIVE
5,We received our refund in a timely and professional manner!We had to cancel a trip due to unanticipated surgery.  No problems or hassle.  So appreciate the service!,"['we', 'received', 'our', 'refund', 'in', 'a', 'timely', 'and', 'professional', 'mannerwe', 'had', 'to', 'cancel', 'a', 'trip', 'due', 'to', 'unanticipated', 'surgery', 'no', 'problems', 'or', 'hassle', 'so', 'appreciate', 'the', 'service']",2023-12-13,NEGATIVE
5,"Glad we did not need to access the policy but are assured that if we needed it, it was available","['glad', 'we', 'did', 'not', 'need', 'to', 'access', 'the', 'policy', 'but', 'are', 'assured', 'that', 'if', 'we', 'needed', 'it', 'it', 'was', 'available']",2024-01-12,POSITIVE
